18,8,5
1,5,13
19,13,5
16,14,9
22,32,2
6,15,19
14,8,10
16,30,25
30,27,33
23,18,13
30,21,3
17,2,19
11,4,31
31,20,10
6,29,21
21,12,34
20,25,27
3,,14
11,17,13
25,22,15
12,20,30
8,9,16
28,31,9
11,32,23
14,31,12
21,1,25
25,9,27
,,13
1,2,21
22,25,24
17,3,28
16,4,12
23,,33
25,11,25
19,17,5
6,14,11
11,13,34
6,15,10
3,27,16
33,4,32
13,25,33
3,7,4
12,29,31
1,32,5
13,30,25
33,9,20
26,9,30
24,23,23
4,12,11
20,19,17
13,15,1
28,9,14
8,13,30
5,33,21
18,6,18
6,30,4
19,30,21
29,31,5
23,20,15
23,29,28
20,21,20
27,29,17
10,4,32
33,32,26
8,7,1
9,5,32
20,33,28
11,8,10
21,29,11
4,8,11
28,6,10
33,8,30
5,11,13
25,29,14
29,16,19
29,8,2
26,14,15
25,15,24
5,,32
4,1,14
9,3,19
24,19,15
12,26,20
32,20,28
26,17,16
1,2,6
6,4,34
31,2,11
10,,32
23,12,11
16,11,7
10,30,30
33,23,24
32,24,34
15,7,7
27,28,6
30,15,1
25,31,33
30,20,27
1,28,5
5,5,3
25,24,20
32,18,27
10,21,30
6,23,33
19,16,27
33,6,33
21,15,2
2,24,7
12,8,9
33,16,16
24,26,27
5,13,14
,18,13
25,11,8
19,8,34
15,1,29
15,14,18
5,15,20
33,21,4
12,17,4
30,22,20
21,23,9
21,3,13
31,23,5
26,1,20
22,24,28
9,8,9
16,31,31
4,18,34
5,9,1
14,12,8
6,22,22
12,8,25
21,31,22
22,6,21
29,17,7
3,32,14
22,13,3
33,4,30
25,21,14
16,31,19
7,27,9
6,28,9
32,,15
19,18,21
2,7,29
27,5,6
28,30,
7,21,11
2,33,24
1,19,29
18,30,30
22,13,26
14,4,21
18,20,16
22,30,10
12,29,23
23,32,13
10,9,20
14,24,7
26,14,24
4,25,17
25,18,11
5,31,27
11,9,34
33,5,12
8,27,2
20,33,16
11,23,
33,24,5
21,3,13
2,2,23
15,29,26
12,7,27
19,10,12
22,9,7
32,27,15
26,33,17
19,20,27
11,21,16
23,5,1
25,,28
31,16,24
25,11,31
16,4,12
19,25,7
4,21,20
2,21,26
22,,6
2,21,27
29,11,30
25,22,12
17,19,3
13,29,10
2,1,7
4,29,34
19,18,20
27,1,21
8,8,31
